sku,nombre,departamento,clase,tipo_marca,fecha,unidades,venta_neta,precio,costo
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-04-01,9,1202.82,133.65,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-05-01,14,2265.54,161.82,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-06-01,9,1229.8,136.64,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-07-01,8,1121.07,140.13,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-08-01,9,1134.78,126.09,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-09-01,15,2943.08,196.21,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-10-01,13,2233.33,171.79,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-11-01,9,1398.36,155.37,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2024-12-01,5,692.57,138.51,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-01-01,6,1130.48,188.41,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-02-01,11,1768.52,160.77,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-03-01,10,1965.07,196.51,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-04-01,10,1276.72,127.67,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-05-01,18,3357.5,186.53,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-06-01,13,2380.02,183.08,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-07-01,9,1264.22,140.47,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-08-01,10,1583.42,158.34,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-09-01,6,743.36,123.89,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-10-01,8,1167.36,145.92,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-11-01,10,1599.45,159.94,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2025-12-01,8,1086.04,135.75,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2026-01-01,11,1702.57,154.78,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2026-02-01,8,1191.57,148.95,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2026-03-01,9,1441.52,160.17,122.16
50076882,ETIQUETA OMX BLANCA CARTA 50PZ,ARCHIVO Y ACCESORIOS,ETIQUETAS DE IMPRESION,Marca Propia,2026-04-01,12,2053.53,171.13,122.16
